Smiles,Dataset,Model,canonical smiles,ring_systems,min_ring,min_freq,rare_ring
Nc1cccc2cc(Cc3cnc(NC(=O)CN4C(=O)C(=O)c5ccccc54)s3)ccc12,sirt2,crem,Nc1cccc2cc(Cc3cnc(NC(=O)CN4C(=O)C(=O)c5ccccc54)s3)ccc12,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
Cc1cc(Cc2cnc(NC(=O)CN3C(=O)C(=O)c4ccccc43)s2)cc2ccccc12,sirt2,crem,Cc1cc(Cc2cnc(NC(=O)CN3C(=O)C(=O)c4ccccc43)s2)cc2ccccc12,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
O=C(CN1C(=O)C(=O)c2ccccc21)Nc1ncc(Cc2ccc3cccc(Br)c3c2)s1,sirt2,crem,O=C(CN1C(=O)C(=O)c2ccccc21)Nc1ncc(Cc2ccc3cccc(Br)c3c2)s1,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
O=C(CN1C(=O)C(=O)c2ccc(CS)cc21)Nc1ncc(Cc2ccc3ccccc3c2)s1,sirt2,crem,O=C(CN1C(=O)C(=O)c2ccc(CS)cc21)Nc1ncc(Cc2ccc3ccccc3c2)s1,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
COc1ccc2c(c1)N(CC(=O)Nc1ncc(Cc3ccc4ccccc4c3)s1)C(=O)C2=O,sirt2,crem,COc1ccc2c(c1)N(CC(=O)Nc1ncc(Cc3ccc4ccccc4c3)s1)C(=O)C2=O,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
O=C(CN1C(=O)C(=O)c2ccccc21)Nc1ncc(Cc2ccc3cccc(Br)c3c2)s1,sirt2,crem,O=C(CN1C(=O)C(=O)c2ccccc21)Nc1ncc(Cc2ccc3cccc(Br)c3c2)s1,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
NNc1ccc2c(c1)N(CC(=O)Nc1ncc(Cc3ccc4ccccc4c3)s1)C(=O)C2=O,sirt2,crem,NNc1ccc2c(c1)N(CC(=O)Nc1ncc(Cc3ccc4ccccc4c3)s1)C(=O)C2=O,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
CNc1cccc2cc(Cc3cnc(NC(=O)CN4C(=O)C(=O)c5ccccc54)s3)ccc12,sirt2,crem,CNc1cccc2cc(Cc3cnc(NC(=O)CN4C(=O)C(=O)c5ccccc54)s3)ccc12,"[('O=C1Nc2ccccc2C1=O', 1675), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=C1Nc2ccccc2C1=O,1675,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(N)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(N)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(Cl)c4ccccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(Cl)c4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
COc1ccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c2ccccc12,sirt2,crem,COc1ccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c2ccccc12,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(N)cccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(N)cccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cccc(F)c34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cccc(F)c34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(C=O)cccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(C=O)cccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
C#Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,sirt2,crem,C#Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(O)ccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(O)ccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(C=O)ccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(C=O)ccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
COc1ccc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2c1,sirt2,crem,COc1ccc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1ccc(F)c(F)c1,sirt2,crem,O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1ccc(F)c(F)c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
COc1ccccc1CNC(=O)C(=O)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,crem,COc1ccccc1CNC(=O)C(=O)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
CCOc1ccc(C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)cc1Cl,sirt2,crem,CCOc1ccc(C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)cc1Cl,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
O=C(COc1ccc(F)cc1F)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,crem,O=C(COc1ccc(F)cc1F)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
N#Cc1ccc(NC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)cc1,sirt2,crem,N#Cc1ccc(NC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)cc1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
O=C(CCc1cccc(Cl)c1)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,crem,O=C(CCc1cccc(Cl)c1)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
CCCc1ccc(C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)cc1,sirt2,crem,CCCc1ccc(C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)cc1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1c(O)c2ccccc2oc1=O,sirt2,crem,O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1c(O)c2ccccc2oc1=O,"[('O=c1ccc2ccccc2o1', 15240), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",O=c1ccc2ccccc2o1,15240,False
O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1cc(-c2ccco2)on1,sirt2,crem,O=C(Nc1ncc(Cc2cccc3ccccc23)s1)c1cc(-c2ccco2)on1,"[('c1cnoc1', 28864), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccoc1', 62191)]",c1cnoc1,28864,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(CC(=O)Nc3ccccc3C(=O)O)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(CC(=O)Nc3ccccc3C(=O)O)s2)n1,"[('c1cscn1', 61036), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(C#N)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(C#N)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(Br)cccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4c(Br)cccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
CCc1ccc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2c1,sirt2,crem,CCc1ccc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
CCc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,sirt2,crem,CCc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
COc1ccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c2ccccc12,sirt2,crem,COc1ccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c2ccccc12,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(F)cc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(F)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
CCc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,sirt2,crem,CCc1ccc2c(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)cccc2c1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(CN)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,crem,Cc1cc(CN)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(F)cc4ccccc34)s2)n1,sirt2,crem,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cc(F)cc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(CCN)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,crem,Cc1cc(CCN)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
O=C(CSc1nc2ccccc2s1)Nc1ncc(Cc2cc(Cl)cc3ccccc23)s1,sirt2,crem,O=C(CSc1nc2ccccc2s1)Nc1ncc(Cc2cc(Cl)cc3ccccc23)s1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
CNc1ccc2cccc(Cc3cnc(NC(=O)CSc4nc5ccccc5s4)s3)c2c1,sirt2,crem,CNc1ccc2cccc(Cc3cnc(NC(=O)CSc4nc5ccccc5s4)s3)c2c1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc5ccccc5s4)s3)cccc2c1,sirt2,crem,Cc1ccc2c(Cc3cnc(NC(=O)CSc4nc5ccccc5s4)s3)cccc2c1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
CCc1cccc2cccc(Cc3cnc(NC(=O)CSc4nc5ccccc5s4)s3)c12,sirt2,crem,CCc1cccc2cccc(Cc3cnc(NC(=O)CSc4nc5ccccc5s4)s3)c12,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
O=C(CSc1nc2ccc(I)cc2s1)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,crem,O=C(CSc1nc2ccc(I)cc2s1)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
CCc1ccc2sc(SCC(=O)Nc3ncc(Cc4cccc5ccccc45)s3)nc2c1,sirt2,crem,CCc1ccc2sc(SCC(=O)Nc3ncc(Cc4cccc5ccccc45)s3)nc2c1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
O=C(CSc1nc2cc(F)ccc2s1)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,crem,O=C(CSc1nc2cc(F)ccc2s1)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
O=C(CSc1nc2ccccc2s1)Nc1ncc(Cc2ccc(O)c3ccccc23)s1,sirt2,crem,O=C(CSc1nc2ccccc2s1)Nc1ncc(Cc2ccc(O)c3ccccc23)s1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
COc1ccc2ccccc2c1Cc1cnc(NC(=O)CSc2nc3ccccc3s2)s1,sirt2,crem,COc1ccc2ccccc2c1Cc1cnc(NC(=O)CSc2nc3ccccc3s2)s1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
CNc1ccc2nc(SCC(=O)Nc3ncc(Cc4cccc5ccccc45)s3)sc2c1,sirt2,crem,CNc1ccc2nc(SCC(=O)Nc3ncc(Cc4cccc5ccccc45)s3)sc2c1,"[('c1ccc2scnc2c1', 20513), ('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036)]",c1ccc2scnc2c1,20513,False
CCOC(=O)c1cnc(CCc2c[nH]c3ccc(C#N)cc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3ccc(C#N)cc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
O=C(OCCCl)c1cnc(CCc2c[nH]c3ccccc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,O=C(OCCCl)c1cnc(CCc2c[nH]c3ccccc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3cc(CN)ccc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3cc(CN)ccc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3c(O)cccc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3c(O)cccc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3c(O)cccc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3c(O)cccc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3cccc(Cl)c23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3cccc(Cl)c23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3cc(NC)ccc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3cc(NC)ccc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3c(O)cccc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3c(O)cccc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3ccccc23)nc1NCCNS(=O)(=O)C1CCC(N)CC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3ccccc23)nc1NCCNS(=O)(=O)C1CCC(N)CC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
CCOC(=O)c1cnc(CCc2c[nH]c3ccc(C=O)cc23)nc1NCCNS(=O)(=O)C1CCCCC1,sirt2,crem,CCOC(=O)c1cnc(CCc2c[nH]c3ccc(C=O)cc23)nc1NCCNS(=O)(=O)C1CCCCC1,"[('C1CCCCC1', 77480), ('c1cncnc1', 81465), ('c1ccc2[nH]ccc2c1', 93446)]",C1CCCCC1,77480,False
O=C(CSc1ncccn1)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,reinvent,O=C(CSc1ncccn1)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(Cl)cc3)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(Cl)cc3)s2)n1,"[('c1cscn1', 61036), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
Cc1ccnc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,reinvent,Cc1ccnc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
O=C(CSc1cccc(O)c1)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,reinvent,O=C(CSc1cccc(O)c1)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1ccccc1', 2260082)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3cccc4ccccc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3cccc4ccccc34)s2)n1,"[('c1nncs1', 14130), ('c1ccc2ccccc2c1', 49955), ('c1cncnc1', 81465)]",c1nncs1,14130,False
Cc1cc(C)nc(SCC(=O)N(C)c2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)N(C)c2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1,sirt2,reinvent,Cc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1,"[('c1cscn1', 61036), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
CC(Sc1ncccn1)C(=O)Nc1ncc(Cc2cccc3ccccc23)s1,sirt2,reinvent,CC(Sc1ncccn1)C(=O)Nc1ncc(Cc2cccc3ccccc23)s1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(Cl)ccc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(Cl)ccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)n1,"[('c1nncs1', 14130), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",c1nncs1,14130,False
Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(C)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2ncc(C)s2)n1,"[('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1cscn1,61036,False
Cc1cc(C)nc(SCC(=O)Nc2nnc(-c3ccccc3)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2nnc(-c3ccccc3)s2)n1,"[('c1nncs1', 14130), ('c1cncnc1', 81465), ('c1ccccc1', 2260082)]",c1nncs1,14130,False
Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3c(C)ccc4ccccc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3c(C)ccc4ccccc34)s2)n1,"[('c1nncs1', 14130), ('c1ccc2ccccc2c1', 49955), ('c1cncnc1', 81465)]",c1nncs1,14130,False
Cc1cc(C)nc(SCC(=O)Nc2nnc(C)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2nnc(C)s2)n1,"[('c1nncs1', 14130), ('c1cncnc1', 81465)]",c1nncs1,14130,False
Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3cccc4ccc(Cl)cc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3cccc4ccc(Cl)cc34)s2)n1,"[('c1nncs1', 14130), ('c1ccc2ccccc2c1', 49955), ('c1cncnc1', 81465)]",c1nncs1,14130,False
Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,sirt2,reinvent,Cc1cc(C)nc(SC(C)C(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,"[('c1ccc2ccccc2c1', 49955), ('c1cscn1', 61036), ('c1cncnc1', 81465)]",c1ccc2ccccc2c1,49955,False
